;SUI_A001;SUI_A002;SUI_A003;SUI_A006;SUI_A007;SUI_A008;SUI_A011;SUI_A012;SUI_A013;SUI_A016;SUI_A017;SUI_A018;SUI_A021;SUI_A022;SUI_A023;SUI_A026;SUI_A027;SUI_A028;SUI_A031;SUI_A032;SUI_A033;SUI_A036;SUI_A037;SUI_A038;SUI_A041;SUI_A042;SUI_A043;SUI_A046;SUI_A047;SUI_A048;SUI_A051;SUI_A052;SUI_A053;SUI_A056;SUI_A057;SUI_A058;SUI_A061;SUI_A062;SUI_A063;SUI_A066;SUI_A067;SUI_A068;SUI_A071;SUI_A072;SUI_A073;SUI_A076;SUI_A077;SUI_A078;SUI_A081;SUI_A082;SUI_A083;SUI_A086;SUI_A087;SUI_A088;SUI_A091;SUI_A092;SUI_A093;SUI_A096;SUI_A097;SUI_A098;SUI_A106;SUI_A107;SUI_A108;SUI_A111;SUI_A112;SUI_A113;SUI_A116;SUI_A117;SUI_A118;SUI_A121;SUI_A122;SUI_A123;SUI_A131;SUI_A132;SUI_A133;SUI_A146;SUI_A147;SUI_A148;SUI_EB1;SUI_EB2;SUI_NC
ASV_326;0;0;3;0;0;0;2;11;2;1;1;1;2;1;2;1;0;2;0;1;0;4;3;4;0;0;0;6;4;1;9;0;1;4;3;0;3;4;4;3;1;13;28;20;8;0;1;5;8;11;8;0;2;1;0;0;3;8;8;15;12;18;29;0;0;0;7;7;9;13;12;12;2;1;4;24;12;51;0;0;0
ASV_327;2;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;0;1;1;10;3;1;2;2;0;0;0;0;0;1;3;0;3;24;19;6;23;61;92;3;0;5;7;2;4;83;25;29;4;2;2;0;0;0
ASV_328;2;1;8;2;1;0;1;0;0;4;0;2;1;2;0;15;11;2;2;4;4;2;9;3;2;2;8;2;2;7;19;3;8;3;0;5;1;1;0;0;0;14;13;11;3;20;8;34;8;4;1;0;0;0;2;19;3;14;9;20;5;18;5;4;2;3;5;5;2;8;14;2;6;3;3;9;3;14;0;0;0
ASV_329;0;0;3;0;0;1;0;0;0;0;1;1;0;0;0;0;2;2;1;0;2;4;3;5;5;2;1;18;13;5;1;0;1;2;3;1;20;25;19;5;16;6;3;2;11;0;1;0;8;6;10;0;1;0;18;29;17;4;0;1;2;3;17;41;41;17;1;0;1;0;16;4;0;2;3;1;1;2;0;0;0
ASV_330;1;20;7;1;0;0;0;1;0;0;4;2;5;1;2;5;2;1;0;0;3;15;10;5;1;5;1;4;2;1;16;11;21;2;2;16;5;6;2;3;10;7;4;6;3;1;1;1;22;8;27;4;11;10;10;17;3;6;2;18;1;1;5;5;4;1;0;0;0;11;13;8;0;0;1;6;13;7;0;0;0
ASV_331;0;0;0;2;0;0;0;0;0;0;0;2;16;4;0;8;11;2;0;1;3;2;12;3;0;0;0;2;1;0;13;1;13;7;2;4;0;1;1;4;8;7;4;2;1;28;12;25;17;7;5;1;0;0;22;23;13;21;13;19;6;18;6;6;0;4;10;5;2;6;6;1;3;1;2;4;2;2;0;0;0
ASV_332;1;3;0;10;3;2;7;6;2;2;2;4;4;3;4;9;6;9;9;3;1;9;1;4;8;9;6;5;7;6;5;0;4;4;8;6;7;10;3;5;0;7;5;8;6;9;10;8;6;10;9;6;6;10;6;8;4;10;7;9;8;3;4;7;10;2;7;5;9;7;6;1;7;1;9;0;0;0;0;0;0
ASV_333;0;1;2;0;0;0;0;1;0;1;0;5;0;1;0;2;0;1;0;0;0;0;0;0;0;0;2;2;2;1;0;3;6;0;0;0;0;0;0;0;0;1;0;0;0;5;3;6;5;3;6;0;0;0;0;1;2;4;5;18;33;30;19;0;0;2;2;0;1;21;41;30;23;34;10;22;33;36;0;0;0
ASV_334;1;0;2;0;0;0;0;0;0;0;1;0;2;1;1;0;0;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;2;4;3;2;4;12;2;4;0;0;0;0;0;2;2;2;2;4;3;38;40;20;2;0;3;0;0;0;16;51;16;36;40;29;29;19;23;0;0;0
ASV_335;1;0;0;0;0;2;1;0;0;1;0;1;1;0;0;0;0;0;2;0;0;2;0;1;1;3;0;18;3;3;2;1;1;0;0;0;16;2;3;37;30;9;26;3;14;0;0;0;8;5;11;0;3;2;17;41;37;25;5;6;2;3;7;0;0;1;0;0;0;4;24;3;1;3;1;2;20;10;0;0;0
ASV_336;1;1;3;0;0;0;3;1;1;0;0;6;0;1;1;5;35;11;1;0;3;10;11;3;4;3;0;4;9;8;5;2;13;2;1;1;9;10;2;5;4;13;2;1;2;2;2;4;16;3;8;3;1;0;5;11;17;1;1;3;14;3;9;17;24;10;1;1;1;9;23;13;4;1;3;2;5;8;0;0;0
ASV_337;0;37;0;1;0;0;0;7;0;0;0;0;0;0;0;3;0;0;16;35;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;7;34;0;0;0;0;1;0;0;2;0;0;0;0;0;0;48;1;1;18;0;0;82;0;0;1;0;0;0;0;0;114;0;1;2;1;0;0;0;0;0;0;0;0;0
ASV_338;0;1;0;0;0;0;3;7;0;0;0;1;2;0;1;1;0;1;1;1;0;7;5;1;0;0;0;3;0;1;1;2;1;1;0;2;13;38;25;0;1;3;8;3;4;1;0;3;2;0;4;0;1;0;1;5;1;0;4;4;22;11;36;21;8;16;0;1;1;6;30;2;18;45;25;2;2;5;0;0;0
ASV_339;1;0;2;0;0;0;0;0;0;0;1;2;0;0;0;3;4;4;1;0;1;1;1;0;5;10;1;5;4;0;1;0;8;0;1;1;3;4;0;12;30;18;10;1;2;8;6;11;20;10;17;0;1;0;15;29;52;6;0;1;2;4;10;10;9;6;0;0;0;13;19;17;0;0;1;2;4;4;0;0;0
ASV_340;0;1;0;0;0;0;1;0;0;0;0;3;0;0;0;8;3;3;0;0;0;2;1;4;1;0;0;3;1;0;1;0;0;0;0;2;18;22;7;0;0;12;3;3;1;44;32;26;3;8;2;4;2;2;4;12;1;1;10;16;9;16;11;1;2;8;4;16;2;6;9;21;5;11;6;4;6;9;0;0;0
ASV_341;0;0;0;0;0;0;1;0;0;1;0;1;0;322;0;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
ASV_342;0;0;0;1;0;0;1;0;0;0;0;0;1;2;0;0;0;0;2;0;3;1;4;0;2;0;0;3;17;6;0;1;0;1;0;2;7;7;4;1;1;5;21;15;8;0;3;2;40;33;20;2;4;2;4;2;1;22;12;11;12;6;6;0;1;0;4;11;13;14;13;15;8;5;0;7;8;14;0;0;0
ASV_343;1;1;0;0;0;2;0;0;0;0;0;6;0;1;1;1;1;5;7;3;5;4;3;3;1;0;1;2;2;12;0;0;0;3;0;4;7;7;3;0;1;2;8;8;17;3;1;6;26;20;5;8;26;1;1;9;4;23;26;20;2;4;1;2;0;3;4;9;5;8;5;7;6;3;2;6;20;22;0;0;0
ASV_344;0;1;0;2;3;7;0;1;0;0;0;0;0;0;0;0;2;2;8;3;2;42;1;61;17;40;1;18;5;7;26;32;5;2;6;5;0;1;0;1;4;0;8;21;13;0;0;1;15;9;5;0;2;1;4;2;2;2;1;4;2;0;1;4;1;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
ASV_345;2;0;0;0;1;0;4;2;0;0;1;1;0;0;0;0;1;3;1;5;2;0;6;4;1;4;2;0;4;0;0;0;3;1;0;1;3;4;5;2;48;13;0;6;5;0;1;0;27;14;69;1;13;13;4;0;2;6;3;0;6;1;18;4;5;3;0;0;0;9;34;26;2;7;1;1;2;2;0;0;0
ASV_346;18;65;9;3;2;2;0;8;1;0;1;2;0;0;0;3;24;31;12;6;6;7;42;12;0;36;16;1;3;1;0;0;14;6;3;20;2;8;15;4;1;0;2;0;1;0;2;2;0;0;1;2;2;5;3;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_347;0;1;1;0;0;0;0;0;0;3;1;0;0;0;0;6;73;4;0;0;1;0;0;1;0;0;0;0;0;0;2;1;2;1;0;0;1;7;1;0;0;0;8;1;1;44;102;58;10;3;2;0;3;0;2;5;7;14;6;4;1;7;2;3;0;1;0;0;0;1;0;1;5;4;1;0;2;4;0;0;0
ASV_348;0;2;1;0;0;0;1;1;1;1;0;3;1;0;0;0;3;0;0;0;0;1;2;0;3;0;3;5;5;0;2;0;3;1;0;2;0;3;1;2;3;14;22;12;3;2;0;3;2;1;2;0;1;1;4;17;4;13;19;28;1;5;3;0;0;1;8;6;10;25;44;28;3;4;0;21;26;23;0;0;0
ASV_349;0;1;2;0;0;0;0;0;0;0;0;1;3;1;4;0;1;3;0;0;0;2;2;1;1;0;3;2;1;3;0;3;3;0;0;0;8;12;13;1;1;4;7;1;2;4;16;6;0;0;1;1;0;0;4;6;5;2;4;7;24;9;26;4;3;2;0;0;0;10;38;13;28;28;24;11;14;29;0;0;0
ASV_350;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;350;2;3;0;0;0;0;0;0;0;0;0;0;1;34;0;0;0;0;0;0
ASV_351;0;3;4;0;1;3;2;3;0;0;0;3;0;7;3;0;1;0;1;1;1;3;0;2;2;3;0;4;1;0;0;1;1;0;0;7;2;1;0;2;0;3;6;2;5;0;1;0;3;2;2;6;11;3;1;3;1;2;0;2;18;18;8;73;80;65;3;1;0;1;4;2;4;1;3;1;3;1;0;0;0
ASV_352;0;3;1;0;0;0;0;0;0;0;0;2;14;3;0;7;7;3;0;1;0;2;4;1;1;0;0;3;2;1;10;3;17;2;1;2;1;1;2;1;0;11;5;2;2;5;3;6;4;2;3;0;0;1;14;8;2;6;5;4;42;46;34;4;1;8;0;2;1;7;28;9;5;6;7;7;6;8;0;0;0
ASV_353;0;3;1;0;0;0;0;1;0;0;0;1;2;2;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;5;0;0;0;0;0;0;1;1;1;2;1;0;13;6;13;0;0;0;0;2;0;2;4;1;1;4;1;6;14;12;2;0;1;15;11;19;5;8;4;71;62;39;23;11;21;0;0;0
ASV_354;1;0;2;0;0;0;0;1;0;1;0;0;0;0;1;8;4;6;0;0;0;2;0;0;0;0;1;1;2;1;6;6;5;2;1;1;2;2;2;3;5;8;13;3;6;23;19;28;12;12;2;0;8;1;13;20;23;21;14;11;6;3;0;1;0;1;16;9;18;6;13;7;3;4;4;2;0;1;0;0;0
ASV_355;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
ASV_356;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;2;5;1;24;21;42;7;2;2;1;2;1;0;7;0;121;51;60;1;0;2;1;0;0;2;2;7;5;9;4;2;1;0;0;0;1;0;0;0
ASV_357;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;2;23;4;0;0;1;4;6;14;2;2;0;3;0;0;4;0;6;0;0;0;17;34;12;0;1;6;2;1;0;21;29;29;6;3;1;1;11;0;0;0;1;1;1;2;5;4;9;18;11;42;0;1;0;2;13;4;2;3;3;4;7;12;0;0;0
ASV_358;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;3;9;1;10;29;3;0;0;0;0;0;0;1;0;5;21;61;13;9;8;3;2;4;6;9;8;19;0;0;0;17;22;3;23;7;10;3;4;13;2;5;1;0;0;0;5;18;6;0;2;2;4;14;3;0;0;0
ASV_359;0;2;1;0;1;0;1;2;0;0;1;0;0;0;0;9;28;18;0;0;4;5;14;13;2;1;1;18;38;12;16;2;23;0;1;3;2;5;1;1;4;19;6;0;1;5;0;3;2;2;3;0;3;0;9;34;6;4;1;0;2;3;7;12;10;11;0;2;0;5;4;3;1;1;1;2;0;2;0;0;0
ASV_360;3;31;34;0;0;2;1;1;0;0;0;1;1;0;1;11;11;10;0;0;0;9;18;12;1;14;0;14;9;2;5;3;12;1;0;2;9;24;7;1;3;5;15;4;2;12;5;12;0;0;0;2;2;6;1;4;4;3;5;3;3;6;3;5;3;14;1;2;0;2;6;1;1;2;0;3;0;3;0;0;0
ASV_361;0;0;2;0;0;1;0;0;0;0;0;3;1;0;2;1;5;1;0;0;0;0;4;0;0;0;2;1;0;0;0;1;1;0;0;0;0;1;2;1;0;7;4;1;1;8;11;14;3;0;0;0;0;0;2;3;4;3;8;5;2;3;0;14;32;81;2;2;2;35;27;16;14;8;6;13;14;18;0;0;0
ASV_362;0;0;0;0;0;1;0;0;0;1;2;2;0;0;1;0;2;1;0;0;0;0;0;0;1;1;0;4;3;3;4;1;1;0;0;0;0;0;0;0;1;15;7;4;4;0;1;3;5;3;3;0;0;0;8;11;6;16;7;13;19;11;9;0;0;0;2;0;1;10;131;5;10;7;7;12;16;14;0;0;0
ASV_363;4;1;14;2;1;3;1;2;0;0;0;4;2;4;0;4;39;13;2;1;3;1;5;3;0;5;1;9;6;0;2;2;11;2;1;2;2;8;3;1;9;11;20;5;3;14;14;18;3;1;1;0;2;2;9;9;6;3;1;7;2;12;6;2;9;15;0;1;0;3;5;5;4;5;5;2;4;6;0;0;0
ASV_364;0;4;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;19;21;61;0;0;0;1;0;0;5;1;0;2;0;1;41;117;81;0;2;14;3;1;1;0;0;0;0;0;0;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ASV_365;1;1;0;0;0;1;0;0;1;2;0;9;1;0;16;1;2;5;11;4;7;1;2;2;10;8;3;1;8;15;0;0;0;7;9;25;0;3;1;7;1;1;10;5;1;0;0;3;43;16;17;0;2;1;14;6;2;6;5;4;3;2;0;1;1;0;5;5;22;12;5;12;5;1;3;3;2;4;0;0;0
ASV_366;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;0;1;0;76;135;22;0;0;0;0;0;0;5;4;5;2;3;2;14;7;4;1;3;2;9;6;5;0;0;1;23;16;1;8;3;3;1;0;2;0;0;1;0;0;0;1;5;0;1;0;0;1;0;2;0;0;0
ASV_367;3;9;13;1;0;0;1;0;1;0;0;2;31;3;2;9;25;11;4;1;4;2;10;1;0;2;0;7;4;9;18;6;18;3;2;2;1;1;4;0;0;29;13;2;2;17;11;20;6;7;2;0;3;2;9;10;4;2;8;7;1;4;0;4;1;2;1;1;1;1;2;2;0;1;0;1;0;1;0;0;0
ASV_368;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;3;20;5;1;0;1;1;0;0;0;0;4;1;0;3;1;0;1;1;0;1;0;0;0;2;0;5;16;0;2;26;41;44;21;12;9;4;6;6;2;4;79;13;7;1;1;4;1;1;1;4;6;0;2;4;2;2;3;2;1;1;1;1;0;0;0
ASV_369;2;1;0;1;1;0;0;3;0;1;1;1;1;11;0;8;13;6;6;7;2;6;14;2;0;0;0;5;4;3;11;0;6;2;1;2;7;5;3;0;13;14;11;1;1;7;2;21;11;5;4;1;4;1;10;13;4;3;2;5;5;6;13;26;29;13;0;1;3;4;7;0;2;0;0;1;0;1;0;0;0
ASV_370;1;1;1;0;0;0;0;1;2;1;0;0;1;2;0;2;1;4;0;0;0;0;1;0;0;1;2;1;0;0;0;1;3;1;1;1;0;0;0;6;0;6;0;0;0;0;9;2;3;1;2;0;1;4;3;4;3;0;2;1;56;34;30;12;30;58;9;14;14;4;10;0;9;7;7;2;3;4;0;0;0
ASV_371;9;4;0;0;0;2;37;71;73;2;11;21;1;15;2;5;1;13;0;0;0;0;7;1;2;1;2;3;12;7;1;0;3;1;0;0;0;1;4;0;2;1;15;0;5;0;0;4;0;0;0;0;10;0;0;16;3;4;0;1;0;0;0;0;0;0;1;1;1;0;2;0;0;0;1;0;0;0;0;0;0
ASV_372;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;4;5;3;0;0;0;68;55;84;0;2;1;5;0;1;1;1;0;0;0;0;9;13;8;1;0;1;1;1;0;3;5;8;2;1;2;0;1;4;2;0;3;2;0;0;7;11;4;1;1;0;4;1;0;3;5;1;6;7;10;5;7;6;0;0;0
ASV_373;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;21;0;3;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;10;3;9;7;2;2;4;4;2;0;0;0;0;0;0;2;0;0;3;2;1;2;0;1;1;0;0;0;0;0;42;2;76;1;4;8;70;39;49;0;0;0
ASV_374;3;21;2;1;0;5;0;0;0;29;18;7;34;2;5;2;8;7;1;2;1;0;1;2;0;3;13;5;26;17;3;5;5;0;0;1;0;1;0;3;3;2;8;10;2;0;0;0;22;6;9;0;3;1;3;16;29;7;2;2;3;0;3;1;0;1;0;0;0;1;5;1;0;0;0;1;0;2;0;0;0
ASV_375;1;1;3;0;0;0;0;0;0;1;0;1;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;8;9;2;0;1;2;0;1;1;0;1;0;0;0;3;5;1;1;14;29;49;3;1;2;0;0;1;9;5;5;1;1;0;15;25;42;3;10;6;2;0;0;8;11;7;8;19;8;12;18;12;0;0;0
ASV_376;0;9;1;0;0;0;0;0;0;168;3;3;0;0;0;0;0;0;0;1;0;0;1;0;1;4;0;0;4;5;8;3;0;1;0;4;0;0;0;1;3;0;4;0;0;9;1;5;0;0;0;17;74;13;2;0;0;0;0;1;0;0;0;16;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_377;1;1;1;0;0;0;14;9;3;0;0;0;0;0;0;11;2;3;1;0;0;43;23;30;1;0;0;0;1;0;0;0;0;0;0;0;26;12;24;0;1;1;0;0;0;0;0;0;0;0;0;4;43;114;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_378;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;4;0;0;4;0;1;1;0;0;0;2;0;0;0;5;0;1;4;1;3;6;1;1;10;36;21;2;1;0;0;1;44;7;4;4;3;0;2;23;24;12;2;0;0;2;3;0;0;0;0;6;23;20;6;59;11;0;0;0
ASV_379;10;17;6;4;1;1;3;0;3;4;10;21;40;9;6;1;3;5;0;2;3;13;11;7;5;10;11;8;13;6;5;7;3;0;2;4;5;6;3;3;8;4;11;1;2;0;0;0;1;2;1;2;2;4;10;20;20;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;0;0;0
ASV_380;1;1;0;0;0;0;0;1;0;0;1;0;0;2;1;0;0;0;3;2;1;1;5;3;3;16;3;32;19;7;0;2;0;0;0;3;6;14;11;19;43;16;22;4;5;0;0;0;1;1;4;0;11;22;8;18;7;6;4;0;2;3;4;2;2;0;0;1;0;1;11;1;0;1;2;5;1;1;0;0;0
ASV_381;0;1;1;0;0;0;0;0;0;0;2;2;1;1;0;10;3;4;4;3;0;1;3;0;0;0;0;1;2;12;5;0;2;5;4;6;1;5;2;8;8;3;5;4;2;3;5;2;19;6;14;0;0;1;10;24;17;8;7;18;2;26;15;0;0;0;0;2;0;7;2;1;14;11;4;7;14;14;0;0;0
ASV_382;2;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;18;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;0;0;0;0;0;6;1;0;0;0;0;94;18;148;0;0;0;0;0;1;1;0;0;0;0;6;1;40;9;0;0;0
ASV_383;0;4;4;1;0;0;0;0;0;0;0;1;0;1;0;1;7;2;1;0;2;2;1;0;3;0;1;2;1;5;2;0;1;0;0;2;2;0;0;3;0;2;17;4;7;30;60;38;10;7;3;1;3;0;10;6;8;6;5;11;2;7;9;3;5;2;0;0;1;6;9;7;2;3;4;6;5;11;0;0;0
ASV_384;0;0;0;1;1;17;0;1;0;0;0;2;1;0;0;0;0;0;2;6;12;0;1;0;6;2;0;12;7;11;0;0;0;4;0;8;0;0;0;1;1;1;4;4;3;0;0;1;8;4;2;5;8;1;4;2;1;0;1;0;7;15;6;54;51;24;0;0;0;6;10;3;11;8;6;2;5;3;0;0;0
ASV_385;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;2;1;7;1;0;2;3;0;1;1;4;2;0;1;3;5;1;57;41;12;1;2;1;0;1;1;23;4;9;0;0;2;9;26;26;4;0;1;5;4;13;17;7;4;0;0;0;4;14;4;1;3;1;4;8;9;0;0;0
ASV_386;0;1;2;0;0;0;0;0;0;0;0;1;0;1;0;0;2;2;0;1;0;0;0;2;0;2;3;4;0;0;10;3;4;0;0;0;0;1;0;2;0;4;9;20;9;7;13;15;0;0;0;0;0;1;0;18;6;30;20;25;0;0;3;0;0;0;4;17;20;7;6;40;2;3;2;17;2;14;0;0;0
ASV_387;10;12;4;0;0;1;1;1;0;12;30;29;80;6;27;5;3;1;1;2;1;0;1;1;1;4;13;20;22;16;3;2;8;1;1;2;0;0;0;1;0;2;3;1;0;0;0;0;2;0;4;0;0;0;0;4;6;2;1;3;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
ASV_388;0;0;0;0;1;4;3;3;0;0;0;2;0;0;0;7;0;1;1;9;3;2;1;2;1;1;0;18;13;2;2;2;6;17;3;2;1;3;1;43;39;13;13;3;5;0;1;1;4;4;0;0;5;8;4;11;13;2;1;0;1;0;5;27;14;4;1;0;0;1;2;1;1;3;0;0;9;3;0;0;0
ASV_389;1;3;0;3;0;6;0;1;0;1;0;4;0;6;1;0;2;1;1;0;6;2;1;4;0;2;2;107;45;11;0;0;0;1;1;4;1;1;1;0;1;2;3;1;0;0;0;0;8;2;2;9;7;2;4;8;0;0;0;0;5;5;3;25;25;13;0;0;1;0;4;0;0;0;0;0;0;3;0;0;0
ASV_390;0;0;5;1;0;1;0;0;0;3;0;0;1;1;3;12;19;12;0;2;2;0;1;1;0;0;2;18;3;9;3;3;34;1;0;2;0;2;1;14;17;11;22;2;2;0;1;3;5;2;5;0;3;1;7;8;5;2;1;2;6;2;4;20;12;8;0;0;1;0;4;2;3;3;0;4;9;18;0;0;0
ASV_391;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;14;0;2;0;0;19;12;33;0;0;1;3;2;0;3;1;0;1;0;1;5;9;4;0;0;4;54;16;1;0;0;9;10;3;53;0;1;0;1;2;13;21;12;18;1;1;0;3;3;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_392;0;1;1;0;0;0;0;0;0;1;0;4;3;0;2;1;4;1;0;0;0;2;6;4;2;0;1;1;0;1;2;0;1;0;0;0;6;6;2;2;0;3;5;2;4;2;12;12;11;5;4;3;1;4;8;3;12;1;3;2;24;18;8;12;3;26;4;1;1;12;5;10;22;19;10;3;6;13;0;0;0
ASV_393;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;5;3;2;99;112;101;0;2;0;0;0;0;1;2;3;2;2;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
ASV_394;3;1;8;1;1;7;0;1;1;4;0;1;0;17;0;2;1;2;3;4;3;0;3;1;1;1;0;0;0;2;0;2;35;1;0;1;2;4;1;0;0;2;1;0;1;0;1;6;1;0;8;0;1;0;20;11;3;0;0;0;12;24;125;0;2;1;1;0;0;5;2;0;1;1;4;0;0;0;0;0;0
ASV_395;5;3;6;1;0;5;10;13;8;1;4;15;16;10;54;0;3;4;0;1;6;16;7;20;16;11;1;1;7;16;0;3;6;1;0;0;20;17;12;0;6;1;3;1;0;0;0;0;0;1;0;2;1;1;1;0;1;0;0;0;0;0;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_396;3;4;29;0;1;0;1;0;0;1;5;0;1;6;0;23;11;12;2;0;3;5;9;3;4;12;0;3;1;8;14;14;13;1;0;0;12;22;7;0;1;11;14;5;5;7;5;8;0;0;0;0;1;0;3;18;8;5;9;3;0;0;0;0;1;0;0;2;0;0;0;2;0;1;0;3;2;2;0;0;0
ASV_397;7;6;1;1;1;0;0;0;0;0;3;6;6;0;0;6;45;13;0;0;1;0;3;3;4;3;0;10;15;7;5;8;5;2;0;5;1;4;0;0;2;18;17;7;13;2;2;1;8;2;5;1;0;2;15;17;13;7;2;8;2;2;4;0;0;0;1;0;1;4;1;3;1;0;1;0;4;1;0;0;0
ASV_398;1;0;3;1;0;0;0;0;2;0;0;0;0;0;1;2;0;1;3;1;6;0;0;0;1;0;1;0;0;0;1;0;116;0;0;8;1;0;0;2;1;4;1;5;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;26;14;109;2;2;9;0;0;0;0;1;0;2;3;2;1;0;1;0;0;0
ASV_399;8;3;3;1;3;0;1;3;6;3;5;6;1;1;5;8;4;7;1;2;0;6;3;0;7;3;2;3;7;7;7;6;5;7;5;8;4;7;3;7;4;8;4;4;1;3;5;8;8;6;6;6;2;6;1;5;0;7;0;2;2;6;5;6;2;5;6;6;6;0;3;5;5;7;2;8;8;2;0;0;0
ASV_400;1;10;22;0;0;1;1;4;0;1;1;9;0;10;7;11;18;19;0;2;11;2;2;4;13;3;1;1;4;4;8;11;6;0;2;0;0;2;1;0;2;16;8;1;2;4;12;10;4;1;0;0;1;0;6;19;11;4;3;3;5;2;1;1;0;2;3;0;2;5;1;7;0;1;1;1;1;5;0;0;0
ASV_401;2;17;17;0;0;2;6;3;0;1;0;9;13;0;3;6;4;7;0;0;1;7;14;20;30;13;3;1;2;1;7;13;4;2;0;2;9;8;2;1;5;3;10;6;7;0;0;1;0;0;0;7;11;4;4;1;15;2;0;1;1;0;0;10;5;2;3;1;5;0;0;0;1;0;0;0;0;0;0;0;0
ASV_402;2;5;5;3;7;2;6;3;3;4;5;2;8;6;6;4;8;7;6;7;6;7;2;7;0;8;2;8;7;1;5;4;0;0;0;7;6;7;4;0;2;8;8;3;1;4;3;0;8;3;6;7;6;8;1;8;0;6;0;4;1;6;6;2;3;2;3;4;3;2;1;4;7;1;5;8;3;8;0;0;0
ASV_403;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;2;0;0;0;0;3;0;0;2;0;1;0;3;2;0;1;0;0;0;1;0;0;1;1;0;69;36;31;22;30;67;0;0;0;0;0;0;20;22;13;0;0;0;0;0;0
ASV_404;0;0;3;0;0;0;0;0;0;1;0;1;3;1;1;0;25;8;0;0;0;1;0;0;1;0;1;4;7;2;6;1;2;0;0;1;1;3;2;0;0;6;0;1;0;18;16;29;4;1;2;0;0;0;7;8;2;3;2;6;9;11;10;1;2;3;2;0;2;15;42;8;8;10;5;6;9;11;0;0;0
